confidence,abs_error
0.516797,0.735139
0.517215,1.9161
0.517292,14.1133
0.517307,0.389707
0.517554,6.52059
0.517572,3.03294
0.517623,1.92942
0.517692,5.82691
0.517714,1.7847
0.517728,5.53761
0.517731,2.46239
0.517754,12.3938
0.517779,4.96483
0.517827,4.62538
0.517858,2.38125
0.517861,7.12357
0.517918,2.13255
0.517992,3.11156
0.517994,4.09065
0.518052,2.55722
0.518072,3.72567
0.518075,0.199079
0.518091,3.09781
0.518326,2.21851
0.518327,5.59641
0.518372,6.06841
0.518452,1.8294
0.518672,1.16879
0.518731,5.77041
0.518759,4.90463
0.51887,4.98511
0.518922,3.75832
0.518944,0.149546
0.519063,4.82293
0.5191,1.32197
0.519128,0.889903
0.519156,3.66607
0.519165,1.47677
0.519187,2.93902
0.519219,2.95387
0.51922,1.16594
0.519475,1.82221
0.519544,9.55085
0.519642,1.60992
0.51975,8.08
0.519823,6.46954
0.519871,1.58582
0.519947,1.53904
0.520366,1.31524
0.520404,5.39323
0.52042,0.899973
0.520502,2.01818
0.52053,4.0238
0.520601,2.11743
0.520659,8.88828
0.520686,3.22213
0.520711,0.33222
0.520765,0.666265
0.520776,0.090843
0.520914,2.66282
0.520917,8.19944
0.520921,6.94931
0.520978,3.89824
0.521077,0.0675989
0.521142,8.19551
0.521205,3.53445
0.521245,4.03222
0.521263,5.4865
0.521296,0.192579
0.521493,0.878786
0.521521,0.777572
0.521543,4.7285
0.52159,7.64846
0.521629,3.17992
0.52165,3.35859
0.521684,2.18741
0.521708,0.222793
0.521771,2.88891
0.521863,1.58497
0.522107,9.02111
0.522128,7.09405
0.522143,2.02749
0.522153,2.04755
0.522326,4.11217
0.522421,6.98525
0.522555,0.373524
0.522612,2.66635
0.522613,3.18137
0.522643,7.77679
0.522674,0.995493
0.522729,6.28365
0.522741,0.83715
0.522772,6.36915
0.522903,12.4417
0.522914,5.35631
0.522918,4.38503
0.52293,1.00009
0.522943,4.85425
0.522981,5.63803
0.52315,0.141408
0.52326,2.71364
0.523336,0.332616
0.523339,3.23827
0.523357,2.42003
0.52336,5.25487
0.523365,0.0624451
0.523407,1.66427
0.523466,3.1904
0.523487,0.206666
0.523489,8.08485
0.523509,0.226189
0.52357,4.00518
0.523571,4.33392
0.523716,7.31627
0.5241,4.45048
0.524196,1.41494
0.524229,0.478281
0.524434,1.35369
0.524447,1.4822
0.524454,10.839
0.524456,5.97023
0.524541,1.82895
0.524545,7.04543
0.524639,3.97283
0.524691,7.64783
0.524737,4.12377
0.524751,0.777533
0.525017,0.138316
0.525029,1.2191
0.52503,6.8122
0.525033,3.45603
0.525049,2.44049
0.525069,0.241721
0.525095,0.52108
0.525149,4.65463
0.525229,2.40428
0.525304,11.3269
0.525379,3.38842
0.52539,3.45698
0.525408,4.44769
0.525454,3.72664
0.52549,5.43229
0.52552,11.7804
0.525544,2.43304
0.525563,1.17961
0.52565,5.3032
0.525651,3.24823
0.525663,3.27122
0.525784,2.4259
0.525865,4.81183
0.525867,12.4653
0.525876,0.816323
0.52589,1.55136
0.525911,2.87625
0.525941,4.43387
0.525951,0.518027
0.525957,3.54793
0.525991,2.91327
0.526104,0.273916
0.526126,7.3932
0.52616,5.60617
0.526238,0.941018
0.526273,12.7557
0.526277,2.34814
0.526301,2.71827
0.526341,2.64519
0.526378,3.5928
0.526393,2.03157
0.526405,0.0242214
0.526447,6.60636
0.526508,0.196629
0.526531,2.91
0.526572,3.73139
0.526613,4.90416
0.526629,0.677347
0.526769,1.89241
0.526777,3.96859
0.52678,2.97865
0.526877,8.34482
0.526962,3.85891
0.526973,4.9387
0.526997,5.57535
0.527063,4.91183
0.527121,13.0012
0.527165,1.81357
0.527206,2.37124
0.527258,3.2759
0.527305,1.88203
0.527311,0.795297
0.527427,4.64589
0.527511,1.04027
0.527604,0.591584
0.527675,4.59897
0.527691,2.81403
0.527714,3.17181
0.527737,2.76726
0.527791,5.17159
0.527794,3.43399
0.527816,8.68955
0.527901,3.25753
0.528017,5.82752
0.528058,4.83527
0.528091,1.38707
0.528146,10.1747
0.528148,6.28017
0.528163,2.374
0.52818,1.95134
0.528228,5.87241
0.528405,1.54458
0.528437,4.74918
0.528459,4.82561
0.528521,5.6387
0.528659,3.82915
0.528707,2.38452
0.528734,4.88583
0.528736,4.44226
0.528743,4.02793
0.528746,1.22837
0.528756,1.30577
0.528786,1.83664
0.528798,4.26013
0.528817,0.620119
0.528831,0.407568
0.528859,0.787134
0.528865,0.717897
0.528896,0.141525
0.528897,3.14189
0.528916,4.11441
0.528956,2.56444
0.528983,4.99954
0.529022,0.297739
0.529061,2.2088
0.529064,4.8083
0.529079,3.18497
0.529092,1.47951
0.52911,4.74131
0.529127,2.1435
0.529171,2.19268
0.529217,1.19061
0.529221,8.69523
0.529251,4.63369
0.529423,5.01907
0.529426,6.03221
0.529431,1.15021
0.529455,2.23504
0.529466,8.43448
0.529467,0.911699
0.529475,1.75118
0.52951,0.515343
0.529587,0.0407828
0.52964,2.66254
0.529647,3.0542
0.52966,6.44583
0.52969,0.530286
0.529717,0.771669
0.529727,3.53504
0.529732,6.7717
0.529774,4.14645
0.529784,2.40989
0.529834,5.81307
0.529899,8.77065
0.530038,5.33458
0.530078,3.42652
0.53008,2.7888
0.530151,2.02009
0.530171,0.55137
0.530184,3.07697
0.530258,0.506473
0.530312,0.176358
0.530391,3.04297
0.530464,5.87791
0.530552,3.6387
0.530628,3.18795
0.530639,4.59803
0.530639,3.37518
0.530647,4.77312
0.530784,3.93043
0.530784,4.05685
0.530828,4.88634
0.530848,2.27702
0.530882,1.39149
0.530915,3.25535
0.530917,2.47632
0.53095,1.94648
0.531065,0.529029
0.531076,1.47837
0.531082,4.85762
0.531094,2.71887
0.5311,1.58305
0.531111,0.162045
0.531112,4.93572
0.531147,5.67236
0.531188,3.71523
0.531279,1.94986
0.531324,6.51279
0.531359,2.16844
0.53145,0.469544
0.531516,1.85141
0.53152,0.371403
0.531611,1.36956
0.531629,0.10834
0.531637,1.65227
0.531661,2.84892
0.531713,0.588093
0.531738,1.73957
0.531745,6.73292
0.531766,0.220863
0.531768,7.86793
0.531792,0.590268
0.531793,3.73871
0.531833,4.589
0.531837,2.34038
0.531916,8.53102
0.531941,5.92465
0.531943,5.24153
0.531954,5.72629
0.531964,4.59787
0.531964,0.791334
0.531968,4.79562
0.53198,0.908297
0.531996,3.71001
0.532072,1.70762
0.532112,0.211783
0.532131,6.09236
0.53225,4.55765
0.532281,4.58399
0.532309,0.130639
0.532348,0.0402721
0.532368,4.41479
0.532409,1.2234
0.532463,3.68961
0.532473,1.93059
0.532484,1.79656
0.532485,7.04128
0.532492,0.218864
0.532493,1.08895
0.53257,0.96365
0.532592,1.34947
0.532613,2.57028
0.532673,0.0716984
0.532677,8.44642
0.53274,3.04148
0.532744,2.41227
0.532771,3.82677
0.532866,6.38802
0.532882,3.4402
0.53289,4.59919
0.532913,0.348027
0.532929,1.42952
0.532989,10.0272
0.533032,2.4181
0.533074,6.12162
0.533182,3.70488
0.53325,2.78291
0.533268,2.61335
0.533348,4.73311
0.533386,1.79784
0.5334,1.0393
0.533435,1.16933
0.533456,8.84676
0.533493,2.81774
0.533513,4.11331
0.533516,0.155604
0.533546,3.67403
0.533603,0.814253
0.533643,2.80099
0.533655,7.18852
0.533694,0.609205
0.533709,2.05988
0.533729,3.0515
0.533746,0.0195262
0.533781,7.69883
0.533811,4.45344
0.533852,5.85475
0.533874,3.24172
0.533879,0.146846
0.533889,3.1068
0.533985,1.37235
0.534025,1.22432
0.534041,0.0453788
0.534055,0.968684
0.534058,0.858859
0.534172,4.38746
0.534172,0.656564
0.534217,0.838567
0.534277,1.91983
0.534292,5.59378
0.534295,1.54158
0.53433,2.06209
0.534403,7.29607
0.534472,2.75628
0.534516,4.69042
0.534556,4.09283
0.534849,0.976931
0.534865,4.65106
0.534934,2.43422
0.534985,4.12385
0.534988,3.78766
0.534998,1.74539
0.535008,1.39476
0.535018,4.102
0.535028,3.19679
0.535033,3.32417
0.535071,3.2706
0.535072,4.1014
0.535075,6.61758
0.535121,1.85825
0.535175,9.4378
0.535186,1.58226
0.535199,0.798778
0.535216,12.3423
0.535267,1.52384
0.53528,1.61226
0.535321,5.87738
0.535339,2.66919
0.535347,2.62633
0.535455,3.58642
0.535476,2.77277
0.53549,6.17935
0.535545,8.34062
0.535559,9.01198
0.535568,0.408893
0.535807,3.22357
0.53582,3.46877
0.535828,2.20279
0.535834,0.610324
0.535934,5.83022
0.535938,0.564065
0.535956,0.921849
0.536042,1.85026
0.536075,5.50304
0.536089,1.27493
0.536092,3.05937
0.536096,3.05113
0.536103,1.5416
0.53612,2.57049
0.536159,6.80861
0.536177,1.7809
0.536211,0.879536
0.536214,8.18727
0.536268,6.60941
0.536427,1.52111
0.536482,9.47239
0.536496,4.47144
0.536504,6.63964
0.536507,2.3402
0.536516,3.25846
0.536553,3.79556
0.536681,2.2694
0.536703,6.0593
0.536743,6.76496
0.53676,8.27495
0.536767,0.727751
0.536779,3.7599
0.53678,0.247711
0.536802,6.9209
0.536873,7.38233
0.536885,3.09024
0.536963,2.53067
0.536983,2.5345
0.536998,5.19684
0.537048,6.17096
0.537085,1.5407
0.537118,1.44181
0.537123,2.56694
0.53714,2.86144
0.53715,2.21299
0.537173,0.342742
0.537244,7.23827
0.537246,2.5679
0.537254,6.77564
0.537366,4.92315
0.53739,5.48864
0.537392,1.83123
0.537434,1.57929
0.537475,4.26835
0.537513,5.24893
0.537534,6.09752
0.537536,6.21619
0.537567,1.20392
0.537584,1.55067
0.53766,1.92631
0.537671,1.4439
0.537676,1.25754
0.537756,2.45437
0.537871,2.1891
0.53792,4.05704
0.53801,2.87939
0.538088,2.40883
0.538105,0.641252
0.538112,9.88384
0.538124,0.747779
0.538139,0.261974
0.53815,2.33129
0.538197,6.39107
0.538199,4.86983
0.538205,6.27264
0.538205,2.18554
0.538296,5.36615
0.538323,0.684798
0.538358,1.21231
0.538361,0.259345
0.538384,4.01749
0.538422,2.45677
0.538425,1.32954
0.538433,9.20757
0.538435,1.92981
0.538467,8.48555
0.5385,1.65965
0.538511,3.42258
0.538533,3.41199
0.538539,5.26215
0.53854,3.99603
0.538562,1.25682
0.538567,0.502583
0.53857,6.73612
0.538654,0.840517
0.538692,1.98932
0.538748,2.01782
0.538796,7.30216
0.538818,3.3334
0.538846,2.58632
0.538867,2.45104
0.538881,0.363006
0.538888,1.41779
0.538897,0.598268
0.538965,1.09744
0.539013,3.608
0.539063,0.548813
0.53907,1.24256
0.539074,2.56772
0.539192,0.496574
0.539263,2.61922
0.539268,4.1269
0.539309,2.64988
0.53934,1.65281
0.539409,0.425128
0.539468,1.34702
0.539488,1.57162
0.539515,0.0575885
0.539559,5.48241
0.53956,2.87314
0.539564,1.1878
0.539577,1.54181
0.53969,1.94073
0.539694,4.88304
0.539702,0.330499
0.539721,2.23144
0.539721,0.551886
0.539732,0.935573
0.539768,2.83108
0.53978,1.24561
0.539832,0.750602
0.539869,3.6835
0.539876,1.0549
0.539969,4.42743
0.539975,3.17833
0.539991,2.31954
0.54002,3.11223
0.540048,2.73843
0.540051,0.555389
0.540064,0.615227
0.540112,1.12716
0.540179,4.9736
0.54028,0.11194
0.540284,0.577917
0.540289,2.51259
0.540342,3.9219
0.540365,6.20426
0.540379,0.0631422
0.540384,6.38007
0.540393,1.29644
0.540397,5.01563
0.540404,8.29385
0.540427,2.19842
0.54045,7.58302
0.540499,9.93866
0.540521,8.60691
0.540551,10.6975
0.540576,1.70643
0.540595,0.403363
0.54061,6.27321
0.540623,0.278701
0.540654,4.98858
0.540781,2.55998
0.540786,1.29542
0.540825,1.59377
0.540832,0.0252851
0.540858,2.4691
0.54086,2.67273
0.540874,7.35639
0.540878,1.01936
0.540901,3.72513
0.540915,1.63696
0.540915,0.73446
0.54094,3.11199
0.540951,3.77796
0.540966,7.09505
0.540976,1.92044
0.541029,2.32964
0.541047,7.67266
0.541048,3.59261
0.541077,4.74815
0.541092,0.912455
0.541133,0.828942
0.541135,7.86868
0.541179,2.33593
0.541227,4.81067
0.541275,6.45945
0.541278,0.0879514
0.541302,2.11249
0.541307,4.37733
0.541325,0.755562
0.541387,3.39561
0.541401,5.41307
0.54144,0.685682
0.541454,2.25718
0.541464,0.933954
0.541482,6.67171
0.541494,0.899206
0.541514,3.6551
0.541522,9.35676
0.541566,3.48526
0.541577,6.92575
0.541609,2.04068
0.541632,1.65929
0.541749,0.724661
0.541838,2.92584
0.541879,9.3895
0.541891,4.59624
0.5419,1.30772
0.541902,3.8819
0.541904,2.47649
0.541929,2.98546
0.54197,5.0956
0.542039,5.71928
0.542041,0.0982231
0.542061,0.888597
0.542087,2.52527
0.542093,2.12409
0.542184,0.930358
0.542189,2.64583
0.542243,6.42363
0.542251,2.25689
0.542259,0.872644
0.542284,1.46745
0.542312,1.39589
0.542322,1.22047
0.54236,0.848256
0.542364,0.565563
0.542364,2.05362
0.542411,3.17003
0.542433,1.67471
0.542434,2.92174
0.542499,9.36887
0.54253,3.48089
0.542543,4.3298
0.542557,5.73312
0.542559,5.1804
0.542618,1.13488
0.542638,4.29909
0.542642,5.81337
0.542645,2.87372
0.542823,0.240746
0.5429,0.352185
0.542904,6.79438
0.542923,6.05454
0.542946,1.21787
0.542946,0.684623
0.542953,4.10573
0.542997,3.38416
0.54301,5.74077
0.543025,5.72694
0.543044,0.381203
0.543085,4.01166
0.543088,0.850525
0.54309,2.6916
0.543131,3.4057
0.543132,3.73048
0.543152,1.6469
0.543188,9.46904
0.543192,0.165676
0.543239,1.86704
0.54334,0.249854
0.543342,6.41231
0.543387,6.1028
0.543395,2.01671
0.543476,0.284141
0.543478,4.41776
0.543484,0.721493
0.543528,2.65793
0.543539,4.53165
0.543595,2.2254
0.543656,1.77891
0.543733,1.87484
0.543734,4.24008
0.543754,0.157737
0.543761,2.80467
0.543768,5.43555
0.543893,0.721268
0.543897,0.477741
0.543918,6.01268
0.543938,7.86347
0.543951,0.233961
0.543972,5.98661
0.544,9.01583
0.544011,0.77101
0.544054,8.05224
0.54406,5.11966
0.544069,1.79733
0.54407,0.216887
0.544103,5.72558
0.544191,5.47579
0.544195,1.74159
0.544256,3.87306
0.544261,0.794568
0.544303,1.41607
0.544321,0.711985
0.544343,2.70738
0.544344,0.512081
0.544355,5.83734
0.544443,1.67969
0.544466,1.80221
0.544481,3.7046
0.544482,1.22337
0.544526,9.36824
0.544559,3.57119
0.544573,0.34772
0.544616,0.785896
0.544658,0.189286
0.544676,4.32206
0.544702,2.02769
0.544706,5.36266
0.544714,2.86118
0.544734,0.66702
0.544747,5.45975
0.544766,0.100527
0.544772,0.127022
0.544773,0.0524937
0.544797,10.4835
0.544799,6.08853
0.544842,7.50025
0.544903,4.21216
0.544946,5.63506
0.544948,2.87467
0.544949,0.740638
0.544953,7.80585
0.544956,2.29879
0.545029,3.49988
0.545044,4.93615
0.545078,0.0177309
0.545078,2.73669
0.545104,4.34404
0.545141,2.77127
0.545156,4.63872
0.545178,4.21162
0.545208,13.3743
0.545217,1.51762
0.545228,3.45455
0.54525,6.05709
0.545261,0.2868
0.545288,4.34897
0.54532,0.345455
0.545341,7.77406
0.5454,3.4721
0.545414,3.57954
0.545415,3.6763
0.545448,0.396698
0.54546,0.751323
0.545468,0.191087
0.545469,0.843819
0.545515,3.39267
0.545575,7.60541
0.545579,4.19764
0.545589,0.716124
0.54569,4.28701
0.545693,5.07587
0.545705,4.66965
0.545711,0.141444
0.545791,1.86069
0.545798,0.398861
0.545844,1.23128
0.545879,2.8339
0.545993,1.48879
0.54604,2.98212
0.546041,3.91034
0.546048,1.70004
0.546048,6.66658
0.546086,2.26688
0.546091,2.23913
0.546104,8.62294
0.546129,3.01015
0.546138,4.71829
0.546241,3.02188
0.546256,3.15189
0.546265,2.29315
0.54627,4.21293
0.546307,0.969706
0.546324,2.17667
0.546333,1.20729
0.54634,6.71641
0.54638,3.27027
0.546425,5.26134
0.546461,1.00894
0.54648,0.015267
0.54648,2.57483
0.546552,1.46148
0.546556,6.25395
0.546575,3.35406
0.546583,2.28134
0.546606,0.00147721
0.546614,3.02993
0.546663,0.953798
0.546684,0.424517
0.546686,1.73603
0.54671,0.66542
0.546711,5.30539
0.546742,8.02532
0.546786,0.593003
0.546832,2.26321
0.54687,3.72133
0.546883,7.77183
0.546885,0.648778
0.546889,5.68669
0.54689,1.98157
0.546902,2.5761
0.546952,5.6403
0.546993,3.99033
0.547017,3.93684
0.547019,2.24855
0.547056,1.16638
0.547064,6.9048
0.547071,1.07649
0.547077,0.241088
0.547107,3.51517
0.547128,6.96202
0.54714,8.66844
0.547141,7.05169
0.54717,0.0045607
0.547205,3.32959
0.54725,0.179142
0.547312,5.5817
0.547342,3.26214
0.547346,0.116891
0.547399,2.91009
0.547479,2.00611
0.547499,2.84633
0.547519,0.330129
0.547539,0.479347
0.547541,0.0603319
0.547627,4.64951
0.547657,4.01403
0.547723,4.33853
0.547725,0.859751
0.547765,0.249383
0.547785,3.64934
0.547813,4.1595
0.547836,1.73816
0.547836,3.50538
0.547841,2.78134
0.547889,0.00382774
0.547932,5.29186
0.547969,0.926334
0.548011,11.3222
0.548032,1.67957
0.548045,5.81302
0.54807,0.339938
0.548111,1.57912
0.548132,0.466103
0.548184,0.536556
0.548203,0.147837
0.548203,2.21862
0.548229,1.85145
0.548247,1.72454
0.54825,0.258458
0.54828,1.25251
0.548299,1.01645
0.548314,1.29258
0.54832,7.76226
0.548327,3.47666
0.54833,0.994633
0.548352,11.1904
0.54837,1.82178
0.548387,1.65427
0.548473,7.20573
0.548522,1.48092
0.548523,1.20152
0.548578,0.63708
0.548601,0.627793
0.548662,0.418708
0.548662,1.48098
0.548662,5.06591
0.548681,1.96712
0.548703,2.22462
0.548764,2.05657
0.548771,5.43425
0.548791,2.33649
0.548829,0.534567
0.548862,4.08762
0.548919,0.0372696
0.548924,1.36616
0.54896,0.142238
0.548967,2.70519
0.549031,0.253393
0.549031,4.63851
0.549036,3.65172
0.549052,0.712187
0.549157,2.89961
0.549159,1.53794
0.549161,2.36496
0.549162,2.89032
0.549168,4.08486
0.549171,1.12293
0.549174,0.391282
0.549192,1.35679
0.549206,2.81774
0.549212,6.00382
0.549283,2.69385
0.54935,6.09651
0.549402,3.93496
0.549416,1.85729
0.549467,14.795
0.549476,3.90351
0.549574,4.04418
0.549592,2.52821
0.549601,8.91791
0.549624,0.886104
0.549637,2.23962
0.549675,4.5218
0.549694,1.34607
0.549709,3.10865
0.549729,7.04602
0.549798,3.25916
0.549819,1.44506
0.549821,3.53
0.549848,3.1728
0.549993,5.26566
0.55,3.89258
0.550037,3.11464
0.550056,2.58264
0.55012,0.095708
0.550136,1.84881
0.550154,2.08041
0.550187,3.89548
0.550218,8.41113
0.550266,7.0353
0.550324,7.1261
0.550406,1.20946
0.550455,1.08998
0.550481,0.602695
0.55049,3.05783
0.550506,2.441
0.550516,0.796343
0.550526,3.33989
0.550531,0.495169
0.550543,3.68557
0.550563,9.84721
0.550584,4.4997
0.550614,2.75856
0.550616,4.54519
0.550617,3.54212
0.550699,1.16196
0.550731,3.60208
0.550756,0.153794
0.55081,0.537486
0.550817,1.27389
0.550862,3.82482
0.550874,5.97557
0.550884,5.71724
0.550887,4.94464
0.550918,1.70763
0.550924,0.36752
0.550929,3.53497
0.550949,4.79396
0.550955,2.56511
0.550983,8.68837
0.551009,0.581179
0.55101,2.60746
0.551021,6.04407
0.551036,3.90049
0.551043,1.34822
0.55115,1.81822
0.551152,3.32285
0.551172,2.43884
0.551175,3.49724
0.551318,4.03789
0.55136,1.58696
0.551415,0.296687
0.551492,4.40949
0.551524,0.230859
0.551546,2.08812
0.551606,7.55888
0.551643,4.52303
0.55166,0.853989
0.55167,3.08916
0.551684,3.7065
0.551686,1.30802
0.551707,6.12272
0.551721,3.90315
0.55173,0.73164
0.551775,4.33145
0.551781,2.35049
0.551801,5.53988
0.551898,0.655727
0.551899,1.27073
0.551903,1.33597
0.551981,1.27634
0.551989,1.66326
0.5521,3.22222
0.552113,8.13598
0.552114,11.3433
0.552125,3.66147
0.552129,3.72918
0.552136,6.63667
0.55214,1.49839
0.552209,4.11554
0.552239,5.95116
0.552268,2.65354
0.552269,3.23277
0.552287,1.37004
0.552331,3.87595
0.552356,0.264847
0.552369,0.171377
0.552386,1.69669
0.552416,5.05281
0.552445,0.453465
0.552455,2.27204
0.55247,2.80352
0.5525,0.417529
0.552544,0.848271
0.552615,1.59442
0.552634,4.06066
0.552672,0.415269
0.552673,1.49081
0.552684,3.15128
0.552687,5.42387
0.552764,10.2586
0.552772,3.43771
0.552804,4.60633
0.552847,8.77436
0.55285,2.42561
0.552866,1.36445
0.55292,2.30237
0.552937,3.03696
0.552947,1.31299
0.552991,1.73441
0.553019,2.72822
0.553019,0.585948
0.553048,5.3982
0.553068,3.11469
0.553069,2.75103
0.553116,1.21822
0.553121,2.52532
0.553126,3.90081
0.553151,1.37843
0.553153,2.30692
0.553227,9.80423
0.553251,0.657764
0.553307,0.19967
0.553342,4.62866
0.55337,0.0980244
0.553426,8.11066
0.553435,0.799767
0.553437,1.39962
0.55346,6.44245
0.553526,2.18526
0.553536,0.0493998
0.553553,1.65665
0.553568,1.30105
0.553612,4.3746
0.55362,3.75658
0.553634,2.66651
